File Path: F:\7-31-23-testing\Test Run 15 7-31-2023 3 55 06 PM\DAQ- Crosshead, … - (Timed).txt   
Test: MTS EM Compression (Simplified) 109
Test Run: Test Run 15
Date: 7/31/2023 3:51:34 PM


Crosshead 	Load 	Time 
in	lbf	sec
0.00355475732055676	-0.283127279538312	0.129999995231628
0.00656551535252307	-0.327966472014638	0.230000004172325
0.00956689312826756	-0.110727316856601	0.330000013113022
0.0125682714769221	-0.193800648986705	0.430000007152557
0.0155673054776587	-0.175061549990167	0.529999971389771
0.0185663383325752	-0.288363034791681	0.629999995231628
0.0215677166812298	-0.209692535223654	0.730000019073486
0.0245667495361463	-0.344306925175874	0.829999983310699
0.0275681290306209	-0.193101937261888	0.930000007152557
0.0305648175376196	-0.171033077050825	1.02999997138977
0.0335661947404541	-0.215670028501095	1.12999999523163
0.0365652298870108	-0.211110058159082	1.23000001907349
0.0395666070898453	-0.355323855329107	1.33000004291534
0.0425679865843197	-0.255968345146913	1.42999994754791
0.0455646727996784	-0.248581998512249	1.52999997138977
0.0485660522941528	-0.265096942009487	1.62999999523163
0.0515627430927917	-0.301571130488199	1.73000001907349
0.0545664646435441	-0.460691523701908	1.83000004291534
0.0575654974984606	-0.212787789037595	1.92999994754791
0.0605668769929354	-0.0640761289366601	2.02999997138977
0.0635682564874098	0.0602277004912292	2.13000011444092
0.0665649427027685	0.100769562606409	2.23000001907349
0.0695639755576851	0.0916173689475122	2.32999992370605
0.0725653550521595	0.138927016022055	2.4300000667572
0.0755690766029118	0.0510203471434863	2.52999997138977
0.0785657674015508	0.0914435552941971	2.63000011444092
0.0815648002564673	-0.540436849972579	2.73000001907349
0.0845638331113839	0.591500531607438	2.82999992370605
0.0875628659663004	1.34039793892143	2.9300000667572
0.0905665921003331	2.36232268776103	3.02999997138977
0.0935656249552496	2.73841590454637	3.13000011444092
0.0965670044497244	3.50699001167021	3.23000001907349
0.0995636906650827	4.09366044924621	3.32999992370605
0.102565070159557	4.73815737544381	3.4300000667572
0.105564103014474	5.34329318381916	3.52999997138977
0.108565482508948	5.81785287033105	3.63000011444092
0.111566862003423	6.46381797016826	3.73000001907349
0.11456589485834	7.09385870299948	3.82999992370605
0.117564927713256	7.75435717822852	3.9300000667572
0.120563960568173	8.81711679278737	4.03000020980835
0.123567686702206	8.91310035963418	4.13000011444092
0.126566719557122	9.5431295151616	4.23000001907349
0.129568099051596	10.0650995471719	4.32999992370605
0.132564785266955	10.6916049144485	4.42999982833862
0.13556616476143	11.0811494575078	4.53000020980835
0.138567544255904	11.735771379077	4.63000011444092
0.141564230471263	12.3323421265729	4.73000001907349
0.144565609965737	13.0612097263106	4.82999992370605
0.147562296181096	13.3576718891018	4.92999982833862
0.150566022315129	14.3099677312618	5.03000020980835
0.153565055170045	14.7233735262772	5.13000011444092
0.15656643466452	15.5056733846544	5.23000001907349
0.159565458352876	16.1168709835506	5.32999992370605
0.162564500374353	16.4575987530922	5.42999982833862
0.165565870702267	16.900407469491	5.53000020980835
0.168564912723744	17.3882167370381	5.63000011444092
0.171568629691216	17.8655035217825	5.73000001907349
0.174565325073135	18.3968228698087	5.82999992370605
0.177566695401049	18.845008600647	5.92999982833862
0.180565737422526	19.2486585876458	6.03000020980835
0.18356710775044	20.0064128467745	6.13000011444092
0.186566149771918	20.5840002463224	6.23000001907349
0.189565173460273	20.9491141055933	6.32999992370605
0.192566562121309	21.3280589838244	6.42999982833862
0.195563239170106	21.9797325520215	6.53000020980835
0.1985669744707	22.3056996879853	6.63000011444092
0.201565998159056	22.7156717404464	6.73000001907349
